Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,52.703300,52.703300,40.201302,46.182701,26.732952,30648582
2005-02-01,46.182701,47.404999,42.859699,44.281898,25.632666,30423418
2005-03-01,44.788502,45.917801,43.054901,43.361698,25.100010,20282021
2005-04-01,44.147099,48.873699,40.052601,46.410500,26.864811,15938142
2005-05-01,42.957298,52.796200,42.957298,48.808601,28.252958,17653698
2005-06-01,50.379501,57.480000,48.799301,54.190498,31.368280,20825238
2005-07-01,53.637402,61.027000,53.446899,57.769100,33.439758,21471837
2005-08-01,58.745098,59.925499,55.310501,58.252399,33.719521,21473612
2005-09-01,59.488701,63.950298,58.373299,62.188900,35.998173,23089291
2005-10-01,61.812500,62.272598,51.313599,55.742699,34.367905,18595345
2005-11-01,55.770599,64.452301,54.841099,61.645100,38.006996,24616235
2005-12-01,61.645100,67.361603,59.144798,63.355400,39.061474,22092604
2006-01-01,62.648998,68.410004,59.023899,64.675301,39.875256,26267349
2006-02-01,65.061096,80.074997,64.600998,72.302002,44.577457,45384055
2006-03-01,72.501801,86.909203,65.437500,79.896103,49.259571,39579162
2006-04-01,80.867401,88.061798,72.501801,86.610001,53.398994,33085490
2006-05-01,80.216797,86.388702,70.735703,74.862801,46.156311,50738175
2006-06-01,74.639702,80.588600,59.172600,73.217598,45.141972,41920791
2006-07-01,73.217598,77.614098,66.924797,75.889900,46.789562,27412631
2006-08-01,74.463097,85.143204,72.046402,84.506401,52.102024,36300629
2006-09-01,83.841904,88.670700,82.726402,86.570000,53.374329,25847088
2006-10-01,93.135002,93.135002,82.735703,84.190399,55.433777,20855504
2006-11-01,85.793800,98.899902,82.354599,94.359299,62.129314,53015245
2006-12-01,95.274803,98.058701,84.120697,91.310501,60.121887,43584947
2007-01-01,98.235001,103.970001,89.418900,95.790703,63.071800,47644492
2007-02-01,96.185799,103.099998,83.655998,86.379402,56.875095,43668457
2007-03-01,85.514999,101.489998,83.567596,98.198097,64.656914,44727807
2007-04-01,97.226799,111.541000,94.349998,102.625000,72.851006,72596232
2007-05-01,102.625000,113.500000,91.004997,111.930000,79.456390,39615860
2007-06-01,112.900002,112.900002,100.199997,102.550003,72.797775,34201500
2007-07-01,102.610001,105.300003,90.800003,93.165001,66.135582,45622710
2007-08-01,90.000000,98.250000,85.500000,92.940002,65.975868,44864990
2007-09-01,92.300003,103.800003,91.620003,96.480003,68.488815,36902050
2007-10-01,97.500000,107.900002,86.000000,105.495003,74.888344,42112640
2007-11-01,105.500000,116.790001,99.000000,110.260002,78.270912,44485670
2007-12-01,111.199997,127.389999,106.504997,120.375000,85.451302,25749680
2008-01-01,122.690002,122.690002,87.000000,113.279999,80.414734,49854240
2008-02-01,113.300003,128.000000,105.055000,122.699997,87.101768,36320480
2008-03-01,120.800003,138.500000,117.709999,122.934998,87.268593,72018910
2008-04-01,124.800003,147.494995,118.099998,144.779999,102.775826,71452620
2008-05-01,146.990005,152.014999,128.490005,140.270004,99.574287,44565320
2008-06-01,142.949997,151.000000,127.220001,140.095001,99.450050,77900280
2008-07-01,140.994995,148.695007,127.500000,141.100006,100.163483,61779440
2008-08-01,141.979996,152.979996,139.800003,147.229996,104.515007,44267710
2008-09-01,146.604996,155.690002,133.110001,148.335007,113.505798,57280820
2008-10-01,148.050003,150.000000,100.470001,111.824997,85.568367,89410970
2008-11-01,112.400002,129.100006,98.250000,108.214996,82.806000,85663330
2008-12-01,103.504997,114.985001,99.000000,106.415001,81.428673,71441040
2009-01-01,107.800003,117.995003,103.025002,107.445000,82.216797,62610810
2009-02-01,108.300003,112.500000,99.050003,101.750000,77.858994,67751120
2009-03-01,102.199997,112.400002,95.400002,111.144997,85.048042,59992000
2009-04-01,110.105003,128.899994,105.165001,126.800003,97.027245,62674240
2009-05-01,126.800003,159.899994,119.000000,121.375000,92.876022,77538070
2009-06-01,123.004997,139.300003,105.000000,109.055000,83.448784,112431280
2009-07-01,109.989998,130.500000,108.529999,117.474998,89.891747,89807380
2009-08-01,119.875000,126.000000,114.824997,119.055000,91.100769,53426870
