Date,M&M,Tata Motors,Axis Bank,SBI,HDFC,IndusInd,Kotak Mahindra,ICICI,HCL,Tech Mahindra,Wipro,Grasim Industries,Cipla,Sun Pharma,Bharti Airtel,ITC
2017-07,-0.04168745,-0.153058968,-0.037418204,-0.1112,-0.004455319,0.006683883,-0.044682644,-0.015036411,-0.030910556,0.109628061,0.036919081,0.116748377,0.021067753,-0.094987356,0.020885373,-0.01051709
2017-08,-0.067333466,0.066259495,0.017587664,-0.086048583,0.016465423,0.015361371,0.026895492,-0.071967733,0.010978851,0.069368241,-0.063020141,-0.051246655,0.024829431,0.045931635,-0.089430991,-0.084853895
2017-09,0.072194577,0.06699874,0.027496868,0.204648339,0.001550672,-0.032724961,0.022748864,0.08496023,-0.02171925,0.052855699,0.049241583,0.082146505,0.070807032,0.098658766,0.276669929,0.028648952
2017-10,0.045917607,-0.056605977,0.023415845,0.047580178,0.024993062,0.021387043,-0.013218915,0.024824998,-0.009114265,0.030079868,-0.007313892,-0.04661393,-0.042542946,-0.023421978,-0.001507099,-0.036319246
2017-11,0.0680032,0.06853894,0.053324592,-0.032620608,0.010087971,-0.007852178,-0.001285208,0.020972239,0.050117925,0.015104219,0.076569605,-0.003547332,0.012647655,0.057783149,0.066873619,0.028119556
2017-12,0.015910015,0.004746991,0.052575518,0.010809958,0.071192014,0.063193614,0.097752859,0.124044624,0.107860739,0.215454893,-0.030391916,-0.004889514,-0.026869311,0.015319968,-0.095541314,0.030959142
2018-01,-0.045475411,-0.147499426,-0.109248616,-0.144453312,-0.060577356,-0.041269738,-0.016592184,-0.112480551,-0.046880544,0,-0.039054757,-0.006336018,-0.004221903,-0.07682367,-0.105410982,-0.023397222
2018-02,0.014484861,-0.116382776,-0.034515366,-0.067537336,0.001008398,0.069016808,-0.039200402,-0.111412591,0.030096765,0.042520178,-0.039785969,-0.088314333,-0.074959739,-0.075184406,-0.069651913,-0.036030894
2018-03,0.181891947,0.041456288,0.013320251,-0.014005603,0.030857363,0.056351746,0.155850276,0.021016727,0.086877995,0.049945144,-0.008536362,0.040726926,0.113575966,0.067259175,0.027212796,0.101565605
2018-04,0.056853343,-0.170093992,0.055287138,0.0939529,0.100365113,0.030268678,0.101973415,0.005629753,-0.135264806,0.062257682,-0.060450681,-0.049282166,-0.135989517,-0.090934928,-0.087780561,-0.034819746
2018-05,-0.027357928,-0.046725706,-0.064297554,-0.037840781,-0.014489773,-0.011889847,0.006256538,-0.036389064,0.017465837,-0.079876417,-0.001527316,-0.031688855,0.175019127,0.174143839,0.022350726,-0.020062515
2018-06,0.042608889,-0.019309254,0.077525523,0.131675316,0.033702671,0.032579482,-0.026881102,0.104756742,0.041943294,0.038599416,0.056978983,0.018225133,0.040055057,0.007978723,0.022646314,0.118332076
2018-07,0.031358487,0.012873888,0.179596606,0.054855216,-0.054278526,-0.044382651,-0.014997878,0.126047678,0.08429176,0.124935715,0.089908349,0.041260292,0.032431666,0.148372869,-0.017279226,0.074403739
2018-08,-0.108101085,-0.163738329,-0.055448595,-0.142441877,-0.026751356,-0.113579109,-0.113148203,-0.108143658,0.039514643,-0.026508211,0.075516273,-0.043091335,-0.012232932,-0.045339629,-0.118016232,-0.069094906
2018-09,-0.110343224,-0.199374124,-0.050305709,0.059886983,-0.04701258,-0.156770548,-0.01966534,0.161839352,-0.029601094,-0.002146178,0.022222198,-0.183994138,-0.037917573,-0.068993181,-0.136465014,-0.059277898
2018-10,0.032573943,-0.03992188,0.074433335,0.011549396,0.11334638,0.145042507,0.102577782,0.000422518,-0.038461517,-0.051014936,-0.019774505,0.039229815,-0.140484742,-0.151055569,0.07234693,0.02034981
2018-11,0.01637369,0.004361733,-0.009348743,0.039522221,-0.003166634,-0.019916656,0.018274687,0.014078559,-0.049901501,0.024364348,0.019097421,-0.046926435,-0.039474858,-0.126065784,-0.003189169,-0.014520623
2018-12,-0.154008822,0.049218298,0.165833173,-0.00760392,-0.019682335,-0.058619394,-0.000596896,0.01193952,0.042360177,0.012099841,0.115911283,-0.126695711,-0.004234864,-0.016376279,-0.019520418,-0.010651518
2019-01,-0.050216844,-0.020695365,-0.018195688,-0.083773222,-0.001144208,-0.021055476,-0.033963786,-0.039237255,0.048448081,0.134239646,-0.000812589,0.077739234,0.072008507,0.051245676,0.038023039,-0.009330723
2019-02,0.043350362,-0.018033232,0.095412604,0.192157645,0.116165038,0.207721294,0.100074212,0.143795536,0.031834071,-0.065349634,-0.079063833,0.104111737,-0.046253655,0.075704847,0.047317517,0.076797728
2019-03,-0.042439583,0.229842198,-0.013380539,-0.033671046,-0.000629592,-0.09747191,0.039003409,0.017478152,0.088187989,0.077587254,0.171703236,0.050410862,0.06825482,-0.044272761,0.04726246,0.013793124
2019-04,0.002711917,-0.194587011,0.054052309,0.137280162,0.0465687,-0.000715857,0.097796668,0.039754631,-0.076731254,-0.090599213,-0.040696682,-0.016755477,-0.010884998,-0.104446605,0.088979085,-0.07565959
2019-05,0.012827429,-0.05822713,0.000309291,0.024822695,0.007586462,-0.121375388,-0.029596326,0.031626136,-0.02553661,-0.070691131,-0.020600538,0.031599143,-0.009662636,-0.021715247,-0.006163974,-0.016873029
2019-06,-0.160753765,-0.165795118,-0.166285343,-0.080415192,-0.078616606,0.001666059,0.028738795,-0.028597575,-0.028272179,-0.099561249,-0.054188991,-0.137567009,-0.058451595,0.064347144,-0.02610699,-0.013328442
2019-07,-0.038545476,-0.139380591,-0.015131215,-0.175647212,-0.01052564,-0.012103179,-0.057977753,-0.035209637,0.06360246,0.090216148,-0.041085543,-0.0981797,-0.093360135,0.055418849,0.027251131,-0.090858686
2019-08,0.034701279,0.006426735,0.031781858,-0.01113755,0.101869873,-0.008740785,0.148800173,0.058708699,-0.017948835,0.030058351,-0.057389903,0.026935739,-0.099375618,-0.135324118,0.058391005,0.057805872
2019-09,0.108379759,0.512984262,0.074963469,0.153618936,0.002362642,-0.050847527,-0.04253699,0.06767345,0.076022604,0.034289713,0.081317701,0.052937988,0.097179803,0.112851407,0.019615889,-0.008466469
2019-10,-0.125154625,-0.091164869,0.003666751,0.094270207,0.036249828,0.194867526,0.025849445,0.107007859,-0.030187036,0.030378907,-0.083301165,0.023804862,-0.000321289,0.037955727,0.182231161,-0.043663886
2019-11,0.001884837,0.146439591,0.020363965,-0.02369462,-0.002235362,-0.037664889,0.042812052,0.051307158,0.007582076,0.00111626,0.034076593,-0.055142576,0.024641096,-0.038457303,0.030172846,-0.03530843
2019-12,0.066974013,-0.046178711,-0.03288687,-0.045842661,-0.036003402,-0.166324519,0.0043934,-0.024587121,0.041013992,0.044995394,-0.036615134,0.04740133,-0.065453821,0.004045775,0.089183908,-0.010727821
2020-01,-0.194128593,-0.269818841,-0.043877692,-0.048516286,-0.039672203,-0.122969321,-0.042204832,-0.054028389,-0.09646609,-0.065528438,-0.06482266,-0.117730144,-0.100246115,-0.141376918,0.054486831,-0.117797141
2020-02,-0.376545193,-0.449011209,-0.456474966,-0.350330013,-0.268118706,-0.681807914,-0.200141903,-0.348919055,-0.183306796,-0.240327805,-0.111763379,-0.307188595,0.051604078,-0.055242709,-0.157784157,-0.172330685
2020-03,0.286716893,0.312455961,0.173878612,-0.032258094,0.162315768,0.332621719,0.047181744,0.174208476,0.245531612,-0.034040672,-0.029232334,0.060491467,0.394347801,0.318336724,0.166477648,0.060279593
2020-04,0.190099586,-0.067024129,-0.134749343,-0.131496079,-0.050059857,-0.159137031,-0.124336875,-0.12679201,0.012326395,-0.028924463,0.114427894,0.166963793,0.099304699,0.0211002,0.074470132,0.08404286
2020-05,0.170390753,0.129310345,0.056370909,0.078573589,0.120002048,0.206147581,0.14472633,0.058743785,0.011994504,0.024413256,0.032189807,0.051765104,-0.012188573,-0.002741145,0.013119798,-0.013681337
2020-06,0.187487757,0.065139969,0.06147793,0.072849539,-0.031008048,0.103096068,0.003895806,-0.013230968,0.266409343,0.254416625,0.279080445,0.021542643,0.124795039,0.124220316,-0.008930964,-0.002568713
2020-07,0.000742043,0.368370705,0.15081665,0.107338748,0.080412396,0.203245846,0.026066246,0.13783166,-0.015314787,0.087068105,-0.034347833,0.066029522,-0.009164807,-0.021534722,-0.075245565,-0.015709442
2020-08,0.049266704,0.031075399,-0.102164066,-0.065094354,-0.028901735,-0.020390409,-0.06868377,-0.064875838,0.16402644,0.062010812,0.150571352,0.073868323,0.054726352,-0.015857761,-0.066458736,-0.054683473
