Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,97.712402,100.788002,87.191902,96.658501,42.299110,240757573
2005-02-01,96.773499,98.268204,79.411697,91.206596,39.913288,232928303
2005-03-01,91.311996,94.454697,77.227097,79.277603,34.692986,252485303
2005-04-01,79.718300,85.850502,76.671402,79.239304,34.676224,233776798
2005-05-01,79.718300,87.076897,78.760201,82.985603,36.315662,189307026
2005-06-01,83.934196,86.967201,79.114700,81.529198,35.678314,158715492
2005-07-01,82.017899,97.256798,80.983101,95.159302,49.182823,272461671
2005-08-01,92.691704,101.832001,86.492500,88.427902,45.703720,237171887
2005-09-01,89.146599,105.301003,88.724998,102.378998,52.914310,198576737
2005-10-01,102.522003,110.474998,87.450600,90.449600,46.748634,247720677
2005-11-01,91.216202,112.985001,84.509102,106.508003,55.048374,203694506
2005-12-01,105.014000,127.529999,104.533997,125.210999,64.714973,300115526
2006-01-01,125.911003,136.363998,116.569000,135.761002,70.167709,149234822
2006-02-01,135.673996,157.597000,133.757996,156.408997,80.839569,243359773
2006-03-01,156.371002,181.473999,155.229996,178.570999,92.293945,310962441
2006-04-01,179.557999,188.973007,148.514008,188.289993,97.317169,150088558
2006-05-01,183.007004,191.209000,131.841995,151.014008,78.051186,246849367
2006-06-01,151.770996,157.289993,124.608002,152.317993,78.725143,253713565
2006-07-01,153.688004,155.335999,124.961998,142.199005,80.493225,215194895
2006-08-01,140.848007,166.910004,137.973999,162.091003,91.753296,173621172
2006-09-01,161.735992,173.578995,155.460007,165.128006,93.472427,145838437
2006-10-01,170.511002,176.414993,157.904007,158.621994,89.789635,118523656
2006-11-01,159.082001,161.832001,151.052994,155.057999,87.772186,169991753
2006-12-01,173.042007,177.248993,144.681000,172.582993,97.692413,147724644
2007-01-01,178.209000,189.408005,166.335007,168.309006,95.273056,142932320
2007-02-01,170.320999,178.216003,144.748001,149.970001,84.892075,115688771
2007-03-01,153.496002,155.968002,133.873001,139.544998,78.990898,184878152
2007-04-01,136.248993,151.358994,126.677002,144.057999,81.545525,183340390
2007-05-01,148.753998,149.472000,124.156998,144.815002,81.974030,154426618
2007-06-01,144.365005,145.582001,110.188004,128.431000,72.699699,184789414
2007-07-01,128.296997,159.052994,127.664001,134.026001,84.633141,175957909
2007-08-01,132.033005,137.128998,117.470001,134.477005,84.917938,186835341
2007-09-01,134.908005,157.520004,130.500000,148.878006,94.011719,115146037
2007-10-01,154.645996,161.334000,141.998001,145.227005,91.706230,173333305
2007-11-01,147.556000,147.919998,128.987000,140.360001,88.632866,99624952
2007-12-01,141.039993,150.966995,130.539001,142.171005,89.776459,89754669
2008-01-01,142.190002,157.923004,101.660004,134.035995,84.639465,157834831
2008-02-01,135.673996,150.966995,131.266998,134.207993,84.748070,82831051
2008-03-01,134.207993,139.503998,114.403000,119.328003,75.351830,112131683
2008-04-01,119.768997,128.201004,115.418999,127.338997,80.410515,74144698
2008-05-01,130.401001,134.141006,109.632004,110.321999,69.664825,86010357
2008-06-01,111.146004,114.787003,77.629601,81.644203,51.555706,93324497
2008-07-01,81.251404,86.559502,71.573997,77.322998,57.555458,78812157
2008-08-01,77.035500,87.575203,74.592201,84.394096,62.818840,81559658
2008-09-01,83.359299,86.274597,67.139900,68.050102,50.653175,111375592
2008-10-01,68.267799,70.968803,25.922001,33.550098,24.973051,166738576
2008-11-01,36.369900,40.525299,24.695101,27.089399,20.164022,250988277
2008-12-01,27.406000,37.972698,24.784201,31.630699,23.544348,251323599
2009-01-01,31.848400,37.398899,25.773600,29.612400,22.042023,202244572
2009-02-01,29.295799,31.017300,25.328300,29.543100,21.990442,220066408
2009-03-01,28.909901,38.190399,26.743200,35.677299,26.556437,527319526
2009-04-01,36.013699,58.354099,34.668201,48.242500,35.909359,671384432
2009-05-01,48.242500,74.184303,48.242500,66.655098,49.614796,483224810
2009-06-01,68.980103,79.883202,56.968899,57.532902,42.824680,528051506
2009-07-01,57.839600,84.098000,50.280701,83.415298,62.090271,627642779
2009-08-01,83.702202,100.067001,73.650002,96.900597,72.128067,794503016
2009-09-01,97.237000,122.862000,94.348000,116.974998,93.818794,578098560
2009-10-01,117.697998,118.726997,97.949402,112.246002,90.025940,525432341
2009-11-01,111.999001,131.945007,107.684998,131.223007,105.246284,428748197
2009-12-01,135.110992,158.223007,132.201996,156.630005,125.623726,382987751
2010-01-01,154.740005,167.147003,132.875000,137.395996,110.197281,308512487
2010-02-01,136.080002,146.429001,125.404999,140.731003,112.872086,296708444
2010-03-01,141.591003,164.179001,141.334000,149.932007,120.251671,544769924
2010-04-01,150.386993,173.835007,138.514008,172.667999,138.486893,512797707
2010-05-01,172.350998,174.667007,132.578003,149.397995,119.823372,564931107
2010-06-01,148.031998,162.921997,142.580994,154.048004,123.552879,469189178
2010-07-01,153.908997,172.005005,148.091995,167.473999,134.321075,307820055
2010-08-01,168.977997,209.453003,165.227997,199.925995,160.348923,553640383
2010-09-01,200.845993,220.632996,198.501007,217.289001,189.934845,310944913
2010-10-01,218.654999,239.432007,216.279999,229.339996,200.468765,278723942
2010-11-01,233.416000,266.739014,225.184998,244.369003,213.605789,342619898
2010-12-01,243.389008,273.467010,239.828003,258.893005,226.301376,447726850
2011-01-01,262.721985,264.166992,220.059998,226.975006,198.401505,307123786
2011-02-01,227.845993,248.910004,205.526001,214.251999,187.280167,381410146
2011-03-01,217.466995,249.503998,217.100998,247.020004,215.923065,245955453
2011-04-01,245.565994,257.972992,235.147995,244.744995,213.934448,137608405
2011-05-01,245.664993,246.160004,212.292999,216.735001,189.450607,249846942
2011-06-01,216.873993,217.072006,183.145996,196.729996,171.963959,274212389
2011-07-01,199.856003,214.005005,186.005005,187.608002,163.990341,203722732
2011-08-01,188.973007,191.337997,137.248001,146.884995,142.596283,348450416
2011-09-01,149.990997,165.128998,136.089996,154.393997,149.886032,316023343
2011-10-01,152.365997,205.792999,143.214005,196.343994,190.611191,298988019
2011-11-01,193.029999,200.302002,158.449997,170.966003,165.974167,345905606
2011-12-01,179.078995,193.673004,165.722000,176.804001,171.641708,283707833
2012-01-01,179.029999,242.944000,176.903000,241.162994,234.121582,352841804
2012-02-01,241.261993,289.593994,238.095993,268.075012,260.247803,336056635
2012-03-01,267.036011,294.688995,259.614990,272.329010,264.377625,249919265
2012-04-01,276.929993,317.346008,270.795013,313.191010,304.046539,165241594
2012-05-01,313.191010,313.191010,227.856003,230.526993,223.796112,286660347
2012-06-01,232.505997,249.227005,214.945007,239.876999,232.873123,292362867
2012-07-01,237.205994,245.764008,200.895004,223.848999,217.313110,212725511
2012-08-01,222.167007,247.248001,213.856003,231.813995,229.146530,216136254
2012-09-01,233.692993,286.230011,222.662003,264.710999,261.664978,208710028
2012-10-01,265.156006,280.688995,217.121002,252.046997,249.146713,157591992
2012-11-01,254.272995,282.470001,253.283005,270.548004,267.434845,253231331
2012-12-01,270.102997,310.667999,266.441986,309.332001,305.772552,197050324
2013-01-01,312.647003,333.819000,278.808990,294.838013,291.445343,225884695
2013-02-01,294.640015,308.688995,265.403015,284.497986,281.224304,174962984
2013-03-01,287.911987,308.144989,262.286987,266.294006,263.229797,194468145
2013-04-01,264.117004,297.806000,249.128006,296.816010,293.400574,171287454
2013-05-01,296.816010,316.109009,279.847992,309.975006,306.408173,167882741
2013-06-01,306.463013,314.427002,260.308014,278.315002,275.112457,176856974
2013-07-01,275.049988,300.032013,274.059998,287.416992,284.109711,154362061
2013-08-01,288.407013,320.957001,268.915985,296.074005,294.681244,206111333
2013-09-01,292.859009,351.084015,288.950989,328.971008,327.423523,150799807
2013-10-01,329.367004,389.126007,326.795013,377.105011,375.331085,163880010
2013-11-01,379.924988,400.752014,354.299988,394.468994,392.613403,139239009
2013-12-01,393.776001,399.563995,355.190002,372.406006,370.654175,134575071
2014-01-01,373.542999,384.872009,341.833008,345.841003,344.214142,115951739
2014-02-01,343.317993,413.761993,328.575989,412.524994,410.584442,144021281
2014-03-01,410.596008,416.234985,374.730988,394.419006,392.563629,106228414
2014-04-01,400.850006,433.153992,395.260010,410.348999,408.418701,83930496
2014-05-01,410.348999,460.065002,402.730011,410.644989,408.713287,122503780
2014-06-01,410.596008,450.566986,406.192993,426.722992,424.715668,113747511
2014-07-01,428.207001,483.019012,428.207001,442.009003,439.929779,125898105
2014-08-01,440.079987,526.007996,425.833008,519.478027,519.267700,125183505
2014-09-01,520.418030,536.841980,486.184998,496.821014,496.619873,140606024
2014-10-01,495.881012,532.784973,463.033997,530.163025,529.948425,86184791
2014-11-01,524.968994,544.856018,506.071991,527.838013,527.624329,79925755
2014-12-01,534.120972,534.120972,463.677002,490.290985,490.092499,89190496
