Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,68.387497,70.375000,58.974998,67.512497,33.262123,119221880
2005-02-01,68.118797,71.687500,57.325001,67.150002,33.083530,117292336
2005-03-01,67.375000,70.250000,57.981300,62.112499,30.601652,117172688
2005-04-01,64.375000,64.375000,53.881199,55.362499,27.276052,104609296
2005-05-01,55.931301,64.875000,54.375000,63.893700,31.479210,96198008
2005-06-01,63.700001,73.375000,62.500000,69.718803,34.349129,108982408
2005-07-01,69.250000,165.962006,69.131203,164.738007,99.425903,102792336
2005-08-01,85.137497,92.737503,81.887497,90.150002,54.409088,82874064
2005-09-01,91.750000,96.974998,86.250000,94.375000,56.959061,41462680
2005-10-01,94.750000,102.974998,87.750000,89.750000,54.167671,67406812
2005-11-01,90.500000,242.475006,88.250000,227.750000,137.456131,93087686
2005-12-01,113.262001,131.125000,112.287003,127.900002,77.192696,91555432
2006-01-01,128.699997,140.488007,126.000000,139.600006,84.254120,52190936
2006-02-01,140.488007,156.725006,138.000000,147.074997,88.765572,61837088
2006-03-01,147.500000,162.863007,144.162994,156.761993,94.612061,100487844
2006-04-01,156.074997,166.250000,134.375000,157.837006,95.260880,41232144
2006-05-01,157.837006,180.962006,130.912994,152.725006,92.175575,88824972
2006-06-01,150.000000,157.750000,114.162003,155.449997,93.820206,96905308
2006-07-01,157.500000,159.600006,123.650002,147.524994,95.601532,66388892
2006-08-01,155.000000,168.000000,139.000000,161.561996,104.698029,67433096
2006-09-01,163.688004,170.688004,152.261993,170.024994,110.182358,60804572
2006-10-01,171.250000,201.600006,167.750000,195.488007,126.683311,53185824
2006-11-01,197.399994,213.087006,187.537994,205.287994,133.034042,59982132
2006-12-01,205.625000,228.750000,186.274994,227.113007,147.177475,55848100
2007-01-01,228.250000,250.250000,218.337006,225.274994,145.986343,74941032
2007-02-01,226.500000,238.688004,189.649994,202.837006,131.445755,64192632
2007-03-01,204.000000,204.250000,173.324997,195.100006,126.431900,79661552
2007-04-01,187.500000,195.000000,175.750000,194.425003,131.023453,64347096
2007-05-01,195.375000,200.750000,177.250000,189.363007,127.612213,75490020
2007-06-01,191.212006,391.350006,169.875000,361.575012,243.666336,84192702
2007-07-01,182.000000,209.675003,175.311996,182.199997,122.785019,75823064
2007-08-01,182.550003,182.550003,147.912994,177.024994,121.901978,71904912
2007-09-01,178.000000,202.425003,172.613007,188.000000,129.459534,53275984
2007-10-01,188.750000,214.250000,175.000000,188.613007,129.881699,94165724
2007-11-01,190.750000,205.250000,171.274994,182.386993,125.594330,52015084
2007-12-01,183.250000,217.375000,182.500000,215.488007,148.388214,56711760
2008-01-01,215.725006,218.475006,131.250000,166.212006,114.456009,71897672
2008-02-01,172.500000,176.500000,138.886993,172.938004,119.087639,42886908
2008-03-01,167.500000,181.000000,153.011993,174.261993,119.999336,54716324
2008-04-01,173.574997,179.188004,148.024994,167.550003,115.377357,43205240
2008-05-01,167.250000,176.250000,145.761993,147.537994,101.596817,49008740
2008-06-01,147.000000,151.750000,119.500000,122.137001,84.105309,41828096
2008-07-01,122.137001,143.600006,106.775002,130.688004,89.993668,34441088
2008-08-01,133.500000,150.750000,126.500000,144.662994,110.363693,24279584
2008-09-01,142.500000,154.675003,122.500000,127.375000,97.174667,36675848
2008-10-01,127.500000,134.750000,59.275002,93.625000,71.426727,64084524
2008-11-01,95.000000,103.000000,64.000000,70.199997,53.555737,32793404
2008-12-01,68.750000,139.449997,58.750000,68.625000,52.354168,63803592
2009-01-01,69.000000,150.975006,64.650002,75.562500,57.646797,49850520
2009-02-01,73.750000,83.387497,66.000000,77.925003,59.449162,66135616
2009-03-01,76.250000,158.050003,72.512497,95.912498,73.171852,120253124
2009-04-01,96.212502,243.125000,94.375000,243.125000,185.480606,104067368
2009-05-01,243.125000,243.125000,121.150002,167.225006,127.576317,88955340
2009-06-01,168.500000,207.250000,165.037994,172.811996,131.838654,122895688
2009-07-01,174.675003,222.449997,161.024994,214.761993,163.842407,123876384
2009-08-01,219.162994,235.988007,183.500000,215.912994,174.168213,131276220
2009-09-01,216.261993,442.625000,202.000000,220.800003,178.110321,102388572
2009-10-01,223.000000,467.000000,216.500000,230.488007,185.925278,109857588
2009-11-01,458.100006,458.100006,219.750000,257.337006,207.583252,90142732
2009-12-01,269.750000,530.900024,251.250000,270.212006,217.968994,61213848
2010-01-01,542.500000,542.500000,246.938004,254.386993,205.203613,90018552
2010-02-01,255.300003,493.625000,237.500000,251.938004,203.228104,60949028
2010-03-01,482.500000,529.500000,254.500000,270.674988,218.342453,84671742
2010-04-01,276.000000,534.500000,238.175003,263.075012,212.211853,87522058
2010-05-01,262.500000,289.049988,251.300003,286.350006,230.986893,83385024
2010-06-01,286.000000,322.500000,279.049988,313.674988,253.028793,79973246
2010-07-01,312.500000,332.450012,297.500000,330.750000,266.802521,69406542
2010-08-01,334.024994,339.850006,302.125000,313.350006,260.088318,59795430
2010-09-01,316.000000,655.549988,307.500000,345.750000,286.981201,61434294
2010-10-01,349.399994,379.750000,344.000000,366.850006,304.494720,76364074
2010-11-01,372.000000,778.500000,367.200012,382.649994,317.609131,90003412
2010-12-01,386.000000,732.250000,360.500000,389.100006,322.962860,74894502
