Date,M&M,Tata Motors
2016-02,-0.01416824716231424,0.28995659166006305
2016-03,0.09932270981043212,0.05625969907512118
2016-04,-0.006499045277398863,0.12562749417469088
2016-05,0.08141110193773504,-0.0008702143048434641
2016-06,0.025735199996705926,0.09569953620032656
2016-07,-0.020555666609851753,0.06856120663208554
2016-08,-0.021509135818056024,-0.005300420190431532
2016-09,-0.06679939333170004,0.004019863693515591
2016-10,-0.09658489660308356,-0.1446927597765364
2016-11,-0.00033754451784762107,0.027650799764445066
2016-12,0.046762915712518005,0.10921607627118646
2017-01,0.05810019304443559,-0.12759046801849994
2017-02,-0.019243226413262593,0.019923384783798515
2017-03,0.037804043121223874,-0.014918990899400963
2017-04,0.060948598760411254,0.03758988935615437
2017-05,-0.048237396037541846,-0.09156779701650075
2017-06,0.04056063545414146,0.02785809347889745
2017-07,-0.04168744958241455,-0.15305896779497563
2017-08,-0.06733346577037014,0.06625949487482119
2017-09,0.07219457683874819,0.06699873972602743
2017-10,0.04591760692739055,-0.05660597651642374
2017-11,0.06800319984063585,0.06853893953045564
2017-12,0.01591001515356183,0.004746990787352523
2018-01,-0.045475411238719454,-0.14749942587000842
2018-02,0.014484860777973063,-0.11638277561042609
2018-03,0.18189194699498357,0.04145628805648549
2018-04,0.056853343275208745,-0.17009399242233825
2018-05,-0.02735792802611714,-0.04672570619469041
2018-06,0.042608888814407164,-0.01930925448091736
2018-07,0.03135848669661656,0.012873888386053078
2018-08,-0.10810108494479764,-0.1637383289719625
2018-09,-0.11034322396873364,-0.1993741242651873
2018-10,0.03257394295856475,-0.03992188029295762
2018-11,0.016373690235214955,0.004361733138035451
2018-12,-0.15400882216360234,0.049218298480919964
2019-01,-0.050216843765314545,-0.020695364581049147
2019-02,0.043350362222621674,-0.018033232201181693
2019-03,-0.042439582996661285,0.2298421979913916
2019-04,0.002711916988289209,-0.19458701080839447
2019-05,0.012827429339199448,-0.05822713007321689
2019-06,-0.1607537649471127,-0.165795118441185
2019-07,-0.038545476363636366,-0.13938059117785007
2019-08,0.03470127915358434,0.00642673538372085
2019-09,0.10837975947891021,0.5129842617194786
2019-10,-0.12515462527519905,-0.09116486929372314
2019-11,0.0018848365330657035,0.14643959133126927
2019-12,0.06697401336410169,-0.04617871065121382
2020-01,-0.19412859268432303,-0.2698188413425082
2020-02,-0.3765451931266651,-0.44901120858498356
2020-03,0.28671689264571776,0.31245596147265453
2020-04,0.19009958581916675,-0.06702412868632712
2020-05,0.17039075278481852,0.1293103448275863
2020-06,0.18748775749000757,0.06513996946564893
2020-07,0.0007420430226654506,0.36837070485674706
2020-08,0.04926670426363344,0.03107539869571352
