Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,61.500000,64.849998,52.150002,58.200001,50.917355,36201338
2005-02-01,58.599998,61.150002,53.900002,55.000000,48.117775,13727922
2005-03-01,55.750000,60.750000,49.000000,50.150002,43.874664,16460792
2005-04-01,50.900002,58.450001,50.349998,50.750000,44.399586,8454759
2005-05-01,51.349998,65.449997,49.549999,61.650002,53.935654,30795883
2005-06-01,61.900002,75.900002,61.000000,66.849998,58.484962,65589436
2005-07-01,66.550003,78.349998,66.250000,76.750000,67.146164,46126130
2005-08-01,75.900002,83.900002,72.500000,77.900002,68.152267,47011021
2005-09-01,78.699997,81.250000,67.500000,70.849998,63.405731,19896515
2005-10-01,71.900002,74.199997,48.250000,51.750000,46.312588,20799245
2005-11-01,52.000000,60.000000,50.150002,54.349998,48.639408,17147488
2005-12-01,54.849998,62.099998,53.200001,58.349998,52.219135,21816869
2006-01-01,59.349998,61.700001,50.250000,52.450001,46.939045,20004122
2006-02-01,53.450001,54.450001,49.049999,50.599998,45.283424,8568512
2006-03-01,50.000000,51.500000,42.650002,46.799999,41.882698,18509356
2006-04-01,47.450001,60.200001,46.799999,56.150002,50.250275,26555687
2006-05-01,56.150002,64.000000,39.099998,46.049999,41.211491,33088221
2006-06-01,46.950001,47.599998,27.250000,33.950001,30.382851,24088525
2006-07-01,34.099998,36.000000,29.500000,32.849998,29.398426,11730342
2006-08-01,32.849998,49.500000,32.000000,43.299999,38.750439,22215589
2006-09-01,43.049999,51.250000,41.200001,50.549999,45.238678,32929570
2006-10-01,50.549999,51.099998,43.200001,44.150002,39.511127,14492368
2006-11-01,44.150002,49.799999,41.549999,44.400002,39.734867,21072088
2006-12-01,44.900002,50.400002,37.549999,47.349998,42.374908,31470039
2007-01-01,47.349998,60.349998,46.200001,53.250000,47.654987,44155663
2007-02-01,53.500000,63.700001,43.000000,44.099998,39.466377,32567000
2007-03-01,44.000000,47.000000,36.799999,42.000000,37.587036,24208417
2007-04-01,40.000000,45.700001,38.000000,43.000000,38.481960,17164052
2007-05-01,43.000000,51.000000,43.000000,45.500000,40.719280,27504040
2007-06-01,46.299999,55.750000,42.599998,54.500000,48.773647,21731107
2007-07-01,55.299999,57.200001,49.099998,51.150002,45.775639,26098489
2007-08-01,50.000000,54.900002,45.849998,53.349998,47.744476,16122883
2007-09-01,54.700001,82.150002,53.250000,74.750000,67.673836,60854486
2007-10-01,74.099998,102.000000,58.000000,97.300003,88.089157,88484040
2007-11-01,99.800003,123.800003,85.300003,119.349998,108.051788,71074922
2007-12-01,121.000000,136.800003,116.099998,127.500000,115.430283,37070478
2008-01-01,129.649994,135.000000,75.000000,94.699997,85.735268,30936737
