Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,68.181801,68.909103,59.127300,65.618202,24.740070,56815251
2005-02-01,66.000000,70.363602,65.090897,69.254501,26.111069,67771789
2005-03-01,69.363602,75.963600,63.636398,71.418198,26.926849,118184068
2005-04-01,71.454597,78.090897,64.736397,65.445396,24.674913,137586216
2005-05-01,66.909103,75.418198,65.009102,71.281799,26.875422,55919114
2005-06-01,71.627296,79.545403,71.090897,77.409103,29.185602,69222389
2005-07-01,77.636398,110.980003,75.818199,106.889999,40.300808,217897349
2005-08-01,96.818199,99.981796,83.636398,87.599998,33.027882,87186633
2005-09-01,87.681801,111.808998,87.000000,109.400002,41.247154,111188485
2005-10-01,109.890999,111.636002,85.000000,90.654503,34.179523,161985713
2005-11-01,91.090897,111.000000,89.763603,107.610001,40.572266,189740351
2005-12-01,98.181801,108.000000,95.272697,106.373001,40.105881,229919413
2006-01-01,106.855003,112.982002,96.372704,110.773003,41.764816,262042053
2006-02-01,112.709000,115.455002,93.054604,111.863998,42.176155,138238037
2006-03-01,109.091003,116.363998,101.818001,107.099998,40.379982,79928637
2006-04-01,108.908997,115.455002,87.272697,107.591003,40.565105,70243399
2006-05-01,109.109001,122.726997,89.454597,97.727303,36.846184,141689150
2006-06-01,98.545403,101.273003,79.090897,88.709099,33.446053,129717104
2006-07-01,90.727303,103.273003,84.536400,100.699997,37.966980,135976431
2006-08-01,100.726997,117.818001,97.272697,108.626999,45.180977,156652157
2006-09-01,108.164001,144.572998,104.845001,127.199997,52.905987,114095574
2006-10-01,127.273003,144.518005,122.236000,141.300003,58.770573,104482722
2006-11-01,142.709000,168.182007,137.882004,158.626999,65.977356,216997394
2006-12-01,160.544998,166.182007,140.382004,162.091003,67.418129,120755741
2007-01-01,162.182007,181.817993,158.582001,171.108994,71.168961,137925839
2007-02-01,172.908997,183.636002,145.727005,150.817993,62.729374,172137299
2007-03-01,152.727005,180.000000,144.227005,155.154999,64.533257,181214954
2007-04-01,149.199997,180.854996,143.817993,157.427002,65.478233,142306380
2007-05-01,163.272995,175.272995,149.481995,167.117996,69.509010,170913752
2007-06-01,168.182007,193.350006,161.455002,191.089996,79.479614,239151307
2007-07-01,178.455002,183.636002,163.817993,168.626999,74.627594,219736613
2007-08-01,167.272995,167.272995,146.363998,161.526993,71.485420,388757883
2007-09-01,161.835999,194.526993,160.363998,193.164001,85.486694,317278247
2007-10-01,194.182007,235.264008,177.272995,228.009003,100.907707,477116825
2007-11-01,230.908997,245.272995,196.363998,214.255005,94.820724,331327827
2007-12-01,214.544998,241.199997,205.500000,225.218002,99.672523,255163538
2008-01-01,225.455002,264.635986,182.117996,208.544998,92.293701,621473554
2008-02-01,210.363998,226.345001,181.636002,197.908997,87.586617,328601666
2008-03-01,192.727005,192.727005,130.917999,139.891006,61.910179,615393145
2008-04-01,144.345001,174.544998,132.100006,159.927002,70.777321,478001844
