Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,84.937500,85.500000,68.664398,79.351898,42.429836,140010560
2005-02-01,79.875000,81.900002,74.463799,78.693703,42.077896,97887023
2005-03-01,78.750000,82.681900,70.216904,75.481903,40.360523,106133648
2005-04-01,75.824997,78.300003,64.125000,70.964996,37.945316,144891972
2005-05-01,71.887497,82.574997,61.200001,80.521896,43.055435,95338854
2005-06-01,80.662498,217.500000,76.786903,86.208702,46.096218,128288559
2005-07-01,84.375000,229.500000,77.669998,220.904999,125.659470,132549756
2005-08-01,82.125000,85.612503,78.794998,82.046204,46.671101,86211346
2005-09-01,83.025002,86.613701,78.974998,83.576202,47.541435,100160911
2005-10-01,84.419998,93.105003,79.875000,82.035004,46.664738,114556451
2005-11-01,83.025002,270.000000,80.437500,253.949997,144.456711,137489008
2005-12-01,95.580002,105.750000,86.625000,104.253998,59.303783,125654057
2006-01-01,103.949997,123.300003,86.625000,119.182999,67.795982,107771635
2006-02-01,119.250000,122.714996,109.856003,117.100998,66.611633,99193868
2006-03-01,117.000000,131.826996,108.820999,125.932999,71.635651,109187902
2006-04-01,127.125000,328.140015,103.724998,323.130005,183.809082,110662500
2006-05-01,120.690002,124.908997,90.000000,101.182999,57.556877,110265404
2006-06-01,101.699997,116.775002,85.781197,115.503998,65.703217,128030119
2006-07-01,116.415001,116.775002,99.517502,110.430000,65.838890,156491466
2006-08-01,110.250000,120.070999,108.945000,116.695999,69.574699,98276033
2006-09-01,116.775002,119.227997,110.025002,118.102997,70.413574,72197457
2006-10-01,118.102997,133.807007,113.647003,121.117996,72.211113,104093720
2006-11-01,121.724998,150.750000,101.137001,134.977005,80.473938,88221362
2006-12-01,136.113998,138.128006,117.371002,136.326996,81.278809,77574093
2007-01-01,135.675003,151.875000,126.304001,137.981003,82.264931,78569991
2007-02-01,140.580002,155.475006,123.694000,126.540001,75.443764,74010623
2007-03-01,129.981995,137.136993,118.609001,125.864998,75.041306,105479558
2007-04-01,125.910004,136.080002,115.875000,128.610001,79.640884,111623035
2007-05-01,129.824997,142.875000,117.922997,122.332001,75.753273,101914268
