Date,HCL,Tech Mahindra,Wipro
2014-12,0.12201886472011214,0.10601214087860966,0.09248797923853957
2015-01,0.1285044214646962,-0.011416436465051416,0.07872737352439252
2015-02,-0.030267038575667593,-0.1117699676717,-0.038897497698175854
2015-03,-0.10184621945704886,-0.013260339591672166,-0.1435168243440943
2015-04,0.14786214726517022,-0.10774918256374078,0.04289141598045054
2015-05,-0.090032154340836,-0.13816744712117845,-0.026704583218602473
2015-06,0.08534927969556949,0.11071583367222715,0.04234365625594472
2015-07,-0.02724769546706729,-0.029583590814013405,0.003420793283854362
2015-08,0.0114309625015927,0.08223296310679595,0.045559038653715245
2015-09,-0.11245737341650774,-0.032654441165706594,-0.04181646252798921
2015-10,-0.0008603877362342027,-0.010572218763362118,-0.0050647149460708585
2015-11,-0.018198559942151915,-0.022120138222060826,-0.01762966507952035
2015-12,0.012454712079187358,-0.038819187325485394,0.005177131282803726
2016-01,-0.06064106266243141,-0.17122059638476994,-0.07560297926174397
2016-02,0.001045159545035368,0.14294314935703967,0.08457461791468579
2016-03,-0.0783687383378574,0.023581391129641638,-0.017547742872134453
2016-04,-0.013994402462925382,0.11148818814960215,-0.016052410023798536
2016-05,-0.01263851872352284,-0.06403252990983754,0.0229143698300307
2016-06,0.03080292919483174,-0.0351952308452792,-0.023118017553068082
2016-07,0.03399956915068092,-0.03924587258745693,-0.09797251530826512
2016-08,0.027422819766326878,-0.10441549328708599,-0.02583406062026572
2016-09,-0.04594324152689355,0.03763245867382481,-0.03517704806336586
2016-10,0.05326601942162812,0.11373813538948419,0.006815244222862837
2016-11,0.0300448175672281,0.007625684065317051,0.019774356009641503
2016-12,-0.020291065591529933,-0.07506643986581851,-0.03467311412474949
2017-01,0.03569000942296707,0.10437855096739801,0.06724892576419217
2017-02,0.04124511961657307,-0.08059671702759363,0.055035443725552025
2017-03,-0.06933412289225505,-0.09190892421094099,-0.041595166194386524
2017-04,0.06160180012092287,-0.06463607440788377,0.08346108048151812
2017-05,-0.015446891524443118,-0.02051282051282055,-0.03510730809046625
2017-06,0.049359500311872084,0.010078549738219866,0.11650829621754433
2017-07,-0.030910555782446614,0.10962806101394773,0.03691908083996909
2017-08,0.010978851417712043,0.06936824107487882,-0.06302014126406086
2017-09,-0.021719250412244095,0.05285569877223062,0.04924158278794999
2017-10,-0.009114265142990408,0.030079867982488073,-0.007313891682537044
2017-11,0.05011792452830166,0.015104219476891778,0.07656960498020426
2017-12,0.10786073891072467,0.21545489254133288,-0.030391915916093915
2018-01,-0.04688054387772189,0.0,-0.039054756522605816
2018-02,0.030096765246369284,0.04252017788217688,-0.0397859688583071
2018-03,0.08687799513222383,0.04994514388704907,-0.008536362188935165
2018-04,-0.13526480550938014,0.06225768191796055,-0.060450681173604526
2018-05,0.01746583667729995,-0.07987641737493367,-0.0015273157460510278
2018-06,0.04194329392712559,0.03859941648761467,0.056978982791587196
2018-07,0.08429176046316678,0.1249357150201984,0.08990834891594268
2018-08,0.03951464274136662,-0.026508211436535034,0.07551627303921848
2018-09,-0.02960109448349668,-0.0021461784037558607,0.022222197530864074
2018-10,-0.0384615166001101,-0.05101493584573402,-0.01977450530856295
2018-11,-0.04990150147783268,0.02436434833575718,0.019097421089820044
2018-12,0.0423601773387714,0.012099840571947462,0.11591128323755329
2019-01,0.04844808139536716,0.13423964582353953,-0.0008125894000561296
2019-02,0.03183407081884626,-0.06534963371873614,-0.07906383283190022
2019-03,0.08818798862754473,0.07758725368978725,0.17170323581197144
2019-04,-0.07673125435547401,-0.09059921322136244,-0.040696682258784755
2019-05,-0.025536609559510093,-0.07069113131661364,-0.020600538141072655
2019-06,-0.02827217895220746,-0.09956124878215389,-0.054188991087344096
2019-07,0.06360245995561553,0.090216147740668,-0.04108554275547116
2019-08,-0.01794883485324872,0.030058351154904628,-0.05738990308309522
2019-09,0.07602260394645799,0.0342897130860742,0.0813177012345574
2019-10,-0.0301870359062566,0.03037890663058196,-0.08330116467263371
2019-11,0.007582075837387459,0.0011162597499572158,0.03407659277336861
2019-12,0.041013992227311835,0.044995393598248334,-0.03661513380860282
2020-01,-0.09646609009944862,-0.06552843782661621,-0.06482265965173972
2020-02,-0.18330679591908494,-0.2403278052554173,-0.11176337925170543
2020-03,0.24553161199172702,-0.03404067197170646,-0.029232333948637557
2020-04,0.012326395267991508,-0.028924463157894764,0.11442789391612296
2020-05,0.011994504316219734,0.02441325611658196,0.03218980687702344
2020-06,0.26640934254076365,0.254416624758927,0.2790804446823705
2020-07,-0.015314787033781196,0.08706810520115238,-0.034347832667115163
2020-08,0.16402644018341772,0.06201081241565465,0.1505713520341181
